Agatharchides G,5.96,2451,1763
Agatharchides H,15.97,2337,1767
Agatharchides J,13.04,2358,1786
Agatharchides K,13.35,2440,1777
Agatharchides L,7.99,2451,1778
Agatharchides N,21.65,2404,1777
Agatharchides O,4.65,2453,1748
Agatharchides P,65.98,2420,1765
Agatharchides R,5.11,2386,1734
Agatharchides S,3.06,2391,1724
Agatharchides T,5.62,2435,1733
Agrippa,43.75,3048,1374
Agrippa B,4.01,3031,1341
Agrippa D,21.36,2988,1380
Agrippa E,5,3015,1357
Agrippa F,5.35,3062,1371
Agrippa G,13.24,2979,1377
Agrippa H,4.86,3051,1364
Agrippa S,31.71,3022,1356
Airy,38.9,2970,1730
Airy A,12.19,3002,1713
Airy B,27.26,3015,1723
Airy C,30.49,2956,1748
Airy D,6.61,3013,1730
Airy E,38.04,3001,1772
Airy F,4.84,2996,1731
Airy G,25.32,2991,1739
Airy H,9.31,2971,1740
Airy J,3.93,2977,1745
Airy L,6.02,3001,1768
Airy M,0.85,3001,1746
Airy N,7.95,3011,1726
Airy O,4.53,3014,1708
Airy P,6.64,3014,1694
Airy R,6.34,3020,1754
Airy S,5.31,3030,1716
Airy T,36.92,3030,1748
Airy V,4.43,3026,1720
Airy X,3.87,3042,1743
Aitken,129.69,5647,1703
Aitken A,12.94,5655,1662
Aitken C,65.61,5689,1660
Aitken G,6.05,5664,1707
Aitken N,7.15,5644,1722
Aitken Y,35.72,5647,1631
Aitken Z,32.06,5651,1678
Akis,2.28,2372,1120
Alan,1.44,2781,1615
Al-Bakri,12.21,3204,1211
Albategnius,130.84,2944,1620
Albategnius A,6.79,2928,1589
Albategnius B,18.98,2944,1601
Albategnius C,5.66,2939,1605
Albategnius D,8.35,2994,1622
Albategnius E,12.67,2982,1647
Albategnius G,13.79,2910,1591
Albategnius H,11.77,2963,1595
Albategnius J,5.97,2979,1618
Albategnius K,10.31,2912,1598
Albategnius L,7.45,2981,1633
Albategnius M,8.07,2947,1583
Albategnius N,8.61,2953,1598
Albategnius O,4.54,2951,1658
Albategnius P,4.01,2952,1648
Albategnius S,5.91,2977,1654
Albategnius T,9.61,2977,1643
Albert,0.1,2320,827
Al-Biruni,80.41,4362,1151
Al-Biruni C,9.53,4369,1145
Alden,111.44,4658,1816
Alden B,15.1,4690,1770
Alden C,56.81,4668,1803
Alden E,26.37,4685,1815
Alden V,20.89,4647,1803
Alder,82.12,34,2218
Alder E,18.63,104,2208
Aldrin,2.8,3233,1417
Alekhin,74.82,770,2527
Alekhin E,39.6,887,2511
Alexander,94.8,3099,796
Alexander A,3.99,3119,788
Alexander B,3.89,3122,796
Alexander C,4.23,3119,824
Alexander K,3.95,3190,792
Alfraganus,20.52,3184,1527
Alfraganus A,13.87,3205,1489
Alfraganus C,10.3,3169,1538
Alfraganus D,8.29,3202,1505
Alfraganus E,3.85,3184,1514
Alfraganus F,8.64,3213,1497
Alfraganus G,5.74,3220,1483
Alfraganus H,12,3187,1510
Alfraganus K,2.95,3193,1524
Alfraganus M,3.16,3193,1531
Alhazen,34.65,4029,1185
Alhazen A,16.14,4069,1181
Alhazen D,34.23,4083,1125
Aliacensis,79.65,2962,1930
Aliacensis A,13.61,2998,1915
Aliacensis B,15.81,2931,1943
Aliacensis C,7.93,2967,1963
Aliacensis D,9.67,2989,1971
Aliacensis E,8.74,2917,1927
Aliacensis F,4.82,2941,1963
Aliacensis G,7.76,2955,1974
Aliacensis H,5.58,2976,1949
Aliacensis K,5.65,2980,1943
Aliacensis W,10.32,2965,1950
Aliacensis X,3.66,2988,1914
Aliacensis Y,4.7,2997,1922
Aliacensis Z,3.83,2952,1921
Al-Khwarizmi,56.25,4592,1328
Al-Khwarizmi B,59.06,4607,1295
Al-Khwarizmi G,102.83,4598,1332
Al-Khwarizmi H,49.72,4636,1346
Al-Khwarizmi J,44.68,4610,1341
Al-Khwarizmi K,22.36,4610,1368
Al-Khwarizmi L,35.51,4606,1380
Al-Khwarizmi M,16.4,4599,1391
Al-Khwarizmi T,14.05,4559,1327
Almanon,47.76,3122,1710
Almanon A,9.75,3125,1725
Almanon B,23.6,3124,1733
Almanon C,15.62,3136,1699
Almanon D,5.33,3129,1738
Almanon E,5.37,3098,1727
Almanon F,5.23,3108,1695
Almanon G,4.47,3114,1727
Almanon H,6.05,3124,1744
Almanon K,6.46,3127,1693
Almanon L,5.88,3145,1744
Almanon P,19.44,3152,1737
Almanon Q,4.63,3152,1729
Almanon R,3.51,3134,1731
Al-Marrakushi,8.57,3772,1607
Aloha,2.55,2018,963
Alpes A,10.66,2875,618
Alpes B,4.82,2865,707
Alpetragius,40.02,2808,1697
Alpetragius B,9.73,2770,1682
Alpetragius C,2.11,2781,1660
Alpetragius G,12.18,2775,1731
Alpetragius H,4.43,2782,1728
Alpetragius J,4.13,2789,1729
Alpetragius M,23.21,2828,1703
Alpetragius N,11.27,2818,1708
Alpetragius U,15.59,2798,1723
Alpetragius V,15.9,2787,1731
Alpetragius W,27.68,2785,1727
Alpetragius X,31.78,2788,1690
Alphonsus,110.54,2834,1654
Alphonsus A,3.6,2844,1678
Alphonsus B,22.94,2877,1652
Alphonsus C,3.37,2802,1670
Alphonsus D,23.7,2866,1681
Alphonsus G,3.52,2826,1638
Alphonsus H,7.01,2872,1690
Alphonsus J,7.9,2840,1682
Alphonsus K,20.6,2878,1642
Alphonsus L,3.75,2820,1632
Alphonsus R,3.01,2849,1670
Alphonsus X,4.68,2809,1680
Alphonsus Y,2.6,2849,1675
Alter,64.73,1155,1140
Alter K,21.64,1181,1180
Alter W,51.47,1129,1114
Ameghino,9.2,3793,1387
Amici,52.03,124,1601
Amici M,107.91,128,1629
Amici N,37.63,119,1630
Amici P,24.93,94,1638
Amici Q,43.59,66,1637
Amici R,34.77,75,1624
Amici T,38.06,95,1599
Amici U,88.73,72,1580
Ammonius,8.55,2867,1576
Amontons,2.47,3628,1525
Amundsen,103.39,4209,2791
[Amundsen A],0,4210,2749
Amundsen C,24.22,4243,2732
Anaxagoras,51.9,2717,264
Anaxagoras A,20.09,2768,284
Anaxagoras B,4.95,2698,314
Anaximander,68.71,2057,368
Anaximander A,15.24,2074,351
Anaximander B,79.1,1901,351
Anaximander D,96.63,2069,388
Anaximander H,9.03,2223,395
Anaximander R,8.05,1997,379
Anaximander S,7.21,2022,346
Anaximander T,7.01,2044,363
Anaximander U,7.54,2104,414
Anaximenes,81.12,2160,280
Anaximenes B,8.34,2271,337
Anaximenes E,10,2377,375
Anaximenes G,51.17,2232,260
Anaximenes H,42.72,2149,246
Anděl,32.93,3078,1607
Anděl A,13.4,3060,1613
Anděl C,3.01,3058,1584
Anděl D,5.98,3067,1613
Anděl E,5.7,3076,1632
Anděl F,9.22,3057,1573
Anděl G,4.12,3077,1615
Anděl H,5.25,3061,1547
Anděl J,5.52,3063,1561
Anděl K,3.69,3065,1533
Anděl M,26.46,3058,1596
Anděl N,8.5,3061,1604
Anděl P,17.56,3075,1626
Anděl S,4.52,3083,1622
Anděl T,3.38,3092,1620
Anděl W,11.19,3076,1638
Anders,41.33,587,2101
Anders D,23.8,626,2084
Anders G,20.46,605,2109
Anderson,105.33,5613,1192
Anderson E,28.23,5656,1168
Anderson F,44.96,5661,1180
Anderson L,14.15,5618,1205
Andersson,13.42,1353,2239
Anders X,21.45,572,2076
Andronov,16.57,5218,1803
Ango,0.87,2363,1112
Angström,9.55,2213,962
Angström A,5.69,2222,945
Angström B,5.56,2173,932
Ann,2.12,2879,1038
Annegrit,1.29,2470,969
Ansgarius,91.42,4156,1647
Ansgarius B,33.1,4226,1632
Ansgarius C,15.59,4077,1677
Ansgarius M,7.56,4141,1620
Ansgarius N,10.23,4179,1631
Ansgarius P,10.35,4091,1649
Antoniadi,137.92,111,2549
Anuchin,62.14,4507,2222
Anuchin B,25.59,4537,2183
Anuchin L,16.04,4511,2237
Anuchin N,30.68,4480,2260
Anuchin Q,51.43,4460,2253
Anuchin V,15.18,4477,2205
Anville,10.26,3672,1411
Apennine Front,6.63,2939,1025
Apianus,63.44,3006,1871
Apianus A,13.11,2984,1851
Apianus B,10.21,3024,1878
Apianus C,19.64,3047,1890
Apianus D,33.66,3051,1857
Apianus E,8.39,3011,1902
Apianus F,5.39,2981,1890
Apianus G,4.02,3002,1890
Apianus H,6.57,3018,1890
Apianus J,6.71,3016,1861
Apianus K,6.44,3029,1880
Apianus L,4.67,3054,1906
Apianus M,6.98,3045,1836
Apianus N,3.46,3039,1902
Apianus P,41.59,3026,1845
Apianus R,13.1,3022,1853
Apianus S,23.96,3016,1853
Apianus T,11.52,3031,1884
Apianus U,16.82,3024,1887
Apianus V,3.2,3046,1843
Apianus W,9.68,2999,1850
Apianus X,3.1,2992,1893
Apollo,524.23,456,2011
Apollonius,50.66,3855,1368
Apollonius A,24.55,3790,1363
Apollonius B,31.17,3802,1346
Apollonius E,16.55,3870,1371
Apollonius F,14.72,3839,1350
Apollonius H,19.04,3832,1385
Apollonius J,11.7,3800,1366
Apollonius L,10.12,3753,1336
Apollonius M,9.54,3868,1364
Apollonius N,10.79,3900,1364
Apollonius S,16.22,3881,1420
Apollonius U,8.44,3838,1362
Apollonius V,14.97,3812,1370
Apollonius X,28.97,3811,1330
Apollonius Y,8.71,3882,1362
Appleton,64.59,5411,847
Appleton D,39.13,5450,836
Appleton M,25.03,5412,900
Appleton Q,22.66,5365,893
Appleton R,40.92,5380,862
Arago,25.51,3223,1342
Arago B,6.9,3213,1385
Arago C,3.03,3224,1378
Arago D,3.95,3238,1329
Arago E,6.28,3243,1304
Aratus,10.23,2952,1063
Aratus B,6.69,2967,1053
Aratus C,3.56,3031,1055
Aratus CA,2.08,3059,1047
Aratus D,4.05,3018,1050
Archimedes,81.04,2816,964
Archimedes C,7.66,2856,934
Archimedes D,4.96,2837,925
Archimedes E,2.56,2765,1040
Archimedes G,3.29,2750,974
Archimedes H,3.78,2768,1058
Archimedes L,3.21,2838,1039
Archimedes M,3.27,2829,1022
Archimedes N,3.51,2818,1054
Archimedes P,2.63,2840,1025
Archimedes Q,2.36,2841,984
Archimedes R,3.5,2774,1023
Archimedes S,2.77,2836,967
Archimedes T,2.33,2800,955
Archimedes U,2.74,2849,915
Archimedes V,2.67,2816,912
Archimedes W,3.19,2780,1059
Archimedes X,2.15,2752,944
Archimedes Y,2.2,2728,960
Archimedes Z,2.07,2857,1010
Archytas,31.95,2960,498
Archytas B,35.18,2931,457
Archytas D,44.75,3070,421
Archytas G,7.21,2888,548
Archytas K,13.77,3003,437
Archytas L,4.38,2894,541
Archytas U,7.39,3028,434
Archytas W,5.73,2963,459
Argelander,33.72,2973,1705
Argelander A,8.65,2988,1705
Argelander B,5.6,2962,1690
Argelander C,3.87,2972,1700
Argelander D,10.69,2951,1722
Argelander W,18.63,2947,1708
Ariadaeus,10.4,3156,1367
Ariadaeus A,7.94,3160,1366
Ariadaeus B,7.8,3121,1362
Ariadaeus D,3.92,3152,1362
Ariadaeus E,21.96,3162,1355
Ariadaeus F,3.16,3168,1371
[Ariosto],0,4410,1498
Aristarchus,39.99,2120,1060
Aristarchus B,6.95,2130,1020
Aristarchus D,4.65,2194,1060
Aristarchus F,17.6,2135,1093
Aristarchus H,4.43,2148,1078
Aristarchus N,3.14,2192,1075
Aristarchus S,3.8,2140,1131
Aristarchus T,3.33,2136,1125
Aristarchus U,3.45,2102,1124
Aristarchus Z,7.74,2104,1032
Aristillus,54.37,2899,898
Aristillus A,4.44,2952,902
Aristillus B,8.02,2849,883
Aristoteles,87.57,3157,636
Aristoteles D,5.61,3115,680
Aristoteles M,6.98,3316,584
Aristoteles N,5.3,3309,594
Armiński,26.76,5348,1702
Armiński D,11.24,5360,1697
Armiński K,20.05,5354,1713
Armstrong,4.21,3279,1418
Arnold,93.13,3453,368
Arnold A,55.13,3514,340
Arnold E,31.15,3490,296
Arnold F,10.41,3443,359
Arnold G,10.64,3383,362
Arnold H,12.82,3600,279
Arnold J,6.17,3421,386
Arnold K,30,3558,309
Arnold L,34.89,3452,320
Arnold M,6.77,3577,347
Arnold N,18.81,3546,318
Arrhenius,40.93,1417,2329
Arrhenius J,16.98,1465,2360
[Arrhenius P],0,1384,2373
Artamonov,62.45,4541,1033
Artem'ev,66.39,556,1274
Artem'ev G,60.94,581,1280
Artem'ev L,27.97,573,1313
Artemis,2.28,2474,1040
Artsimovich,7.96,2294,998
Aryabhata,21.89,3443,1341
Arzachel,96.99,2849,1732
Arzachel A,8.69,2856,1729
Arzachel B,7.71,2832,1713
Arzachel C,5.66,2821,1720
Arzachel D,7.46,2846,1763
Arzachel H,4.08,2847,1739
Arzachel K,3.5,2854,1734
Arzachel L,4.41,2882,1759
Arzachel M,3.02,2866,1770
Arzachel N,2.76,2844,1767
Arzachel T,2.96,2859,1723
Arzachel Y,3.92,2812,1732
Asada,12.37,3678,1324
Asclepi,40.56,3288,2323
Asclepi A,13.43,3248,2290
Asclepi B,17.26,3261,2308
Asclepi C,9.57,3257,2297
Asclepi D,17.86,3265,2299
Asclepi E,6.39,3266,2276
Asclepi G,4.93,3277,2296
Asclepi H,18.22,3283,2285
Ashbrook,157.68,1111,2738
Aston,44.48,1477,916
Aston K,14.46,1474,879
Aston L,10.08,1496,872
Atlas,88.12,3590,692
Atlas A,22.22,3673,715
Atlas D,25.82,3674,634
Atlas E,57.98,3560,662
Atlas G,21.42,3624,628
Atlas L,5.39,3658,619
Atlas P,26.9,3728,645
Atlas W,4.31,3588,729
Atlas X,5.02,3602,718
Atwood,28.64,3804,1534
[Austen],0,4377,1584
Autolycus,38.88,2904,949
Autolycus A,4.17,2915,945
Autolycus K,3.02,2967,941
Auwers,19.64,3154,1200
Auwers A,7.58,3173,1220
Auzout,32.92,3904,1277
Auzout C,16.86,3924,1299
Auzout D,11.66,3879,1290
Auzout E,17.36,3851,1287
Auzout L,7.5,3861,1307
Auzout R,7.68,3841,1301
Auzout U,8.15,3857,1290
Auzout V,7.82,3861,1291
Avery,10.73,4182,1461
Avicenna,72.99,1324,806
Avicenna E,25.64,1420,797
Avicenna G,24.51,1407,813
Avicenna R,18.74,1279,818
Avogadro,129.84,5526,429
Avogadro D,19.47,5604,419
Azophi,47.54,3083,1795
Azophi A,28.3,3059,1831
Azophi B,18.33,3049,1817
Azophi C,5.36,3089,1789
Azophi D,8.49,3094,1829
Azophi E,4.91,3100,1816
Azophi F,5.95,3101,1797
Azophi G,54.65,3076,1822
Azophi H,20.7,3069,1849
Azophi J,7.53,3091,1781
Baade,57.85,1568,2156
Babakin,19.15,4852,1773
Babbage,146.56,1962,487
Babbage A,32.28,1990,494
Babbage B,6.55,1926,527
Babbage C,13.71,1960,493
Babbage D,70.96,1901,502
Babbage E,7.18,1894,504
Babbage U,5.09,2059,464
Babbage X,6.37,2076,475
Babcock,95.28,4386,1374
Babcock H,63.4,4424,1390
Babcock K,9.98,4402,1421
Baby Ray,0.17,3127,1585
Back,34.63,4171,1421
Backlund,75.46,4534,1700
Backlund E,13.38,4569,1693
Backlund L,57.19,4541,1734
Backlund N,18.04,4529,1727
Backlund P,26.19,4517,1744
Backlund R,22.97,4510,1710
Backlund S,20.85,4496,1711
Baco,65.31,3186,2257
Baco A,38.71,3203,2288
Baco B,41.43,3145,2234
Baco C,13.21,3115,2255
Baco D,7,3141,2268
Baco E,27.05,3139,2288
Baco F,5.79,3162,2246
Baco G,8.23,3155,2312
Baco H,6.24,3183,2273
Baco J,16.64,3188,2317
Baco K,28.03,3162,2305
Baco L,6.19,3148,2234
Baco M,7.22,3167,2228
Baco N,19.14,3139,2254
Baco O,9.26,3198,2274
Baco P,3.15,3196,2257
Baco Q,17.31,3178,2279
Baco R,17.43,3215,2228
Baco S,16.71,3175,2231
Baco T,4.88,3196,2302
Baco U,5.8,3189,2280
Baco W,9.04,3218,2294
Baco Z,6.53,3119,2290
Baillaud,89.44,3478,246
Baillaud A,55.61,3652,230
Baillaud B,18.08,3407,273
Baillaud C,11.36,3695,242
Baillaud D,15.42,3668,265
Baillaud E,14.28,3455,251
Baillaud F,18.81,3728,230
Bailly,300.56,1778,2509
Bailly A,42.68,1927,2548
Bailly B,62.21,1868,2540
Bailly C,19.29,1755,2493
Bailly D,26.62,1722,2484
Bailly E,16.42,1828,2439
Bailly F,16.84,1767,2519
Bailly G,18.72,1928,2490
Bailly H,12.93,1879,2457
Bailly K,18.55,1653,2444
Bailly L,21.27,1742,2411
Bailly M,20.19,1800,2419
Bailly N,10.96,1861,2408
Bailly O,18.72,1969,2553
Bailly P,14.38,1909,2393
Bailly R,17.14,1613,2475
Bailly T,19.42,1699,2504
Bailly U,23.97,1664,2580
Bailly V,32.15,1577,2591
Bailly Y,14.26,1830,2417
Bailly Z,13.49,1826,2404
Baily,25.68,3369,644
Baily A,16.25,3382,661
Baily B,6.96,3443,624
Baily K,3.42,3368,616
Balandin,11.81,5321,1743
Balboa,69.19,1547,1132
Balboa A,46.66,1568,1161
Balboa B,54.25,1559,1112
Balboa C,26.09,1613,1127
Balboa D,40.37,1603,1148
Baldet,55.76,449,2293
Baldet J,17.2,476,2316
Ball,40.31,2746,2015
Ball A,29.23,2730,1996
Ball B,9.72,2733,2031
Ball C,31.15,2739,2043
Ball D,22.45,2713,2010
Ball E,4.39,2749,2024
Ball F,11.38,2744,2031
Ball G,26.73,2716,2044
Balmer,136.3,4004,1764
Balmer M,6.55,4025,1772
Balmer N,8.47,3997,1759
Balmer P,15.25,3961,1768
Balmer Q,7.98,4008,1739
Balmer R,5.72,3986,1739
Balmer S,6.53,3962,1737
[Balzac],0,4400,1568
Banachiewicz,99.09,4160,1356
Banachiewicz B,23.02,4144,1355
Banachiewicz C,21.27,4085,1328
Banachiewicz E,8.59,4076,1319
Bancroft,12.5,2777,991
Banting,5.15,3143,1015
Barbier,65.38,5407,1822
Barbier D,21.56,5443,1808
Barbier F,15.85,5411,1821
Barbier G,16.61,5438,1827
Barbier H,16.18,5448,1842
Barbier J,42.21,5444,1852
Barbier K,13.25,5427,1861
Barbier U,41.12,5363,1804
Barbier V,30.37,5353,1796
Barkla,40.9,3956,1611
Barnard,115.73,4255,1917
Barnard A,15.38,4241,1954
Barnard D,52.24,4307,1941
Barocius,82.72,3149,2160
Barocius B,36.57,3173,2146
Barocius C,35.84,3160,2130
Barocius D,8.69,3187,2177
Barocius E,23.58,3234,2196
Barocius EC,7.67,3240,2212
Barocius F,15.38,3226,2175
Barocius G,27.61,3216,2120
Barocius H,10.56,3226,2187
Barocius J,27.16,3223,2160
Barocius K,13.56,3194,2164
Barocius L,13.03,3181,2120
Barocius M,15.85,3192,2119
Barocius N,10.07,3196,2131
Barocius O,5.36,3231,2172
Barocius R,14.26,3224,2143
Barocius S,8.27,3229,2120
Barocius W,18.9,3139,2171
Barringer,66.89,473,1892
Barringer C,22.05,495,1869
[Barringer L],0,498,1938
[Barringer M],0,477,1946
Barringer Z,21.84,476,1836
Barrow,93.82,3001,300
Barrow A,27.38,2942,311
Barrow B,16.82,3048,317
Barrow C,27.99,3058,272
Barrow E,17.95,2933,336
Barrow F,18.6,2909,333
Barrow G,29.36,2884,317
Barrow H,4.89,2976,332
Barrow K,45.52,3068,331
Barrow M,5.86,3026,358
Bartels,54.95,1442,1048
Bartels A,16.85,1446,1029
[Baudelaire],0,4850,1811
Bawa,1.57,4521,1844
Bayer,48.51,2318,2266
Bayer A,17.54,2393,2262
Bayer B,23.09,2429,2221
Bayer C,22.1,2377,2236
Bayer D,19.6,2403,2207
Bayer E,29.35,2361,2268
Bayer F,19.11,2373,2288
Bayer G,7.44,2312,2268
Bayer H,31.54,2357,2296
Bayer J,24.64,2342,2276
Bayer K,15.78,2335,2245
Bayer L,13.35,2341,2200
Bayer M,9.51,2381,2251
Bayer N,8.57,2410,2213
Bayer P,4.25,2405,2268
Bayer R,7.69,2310,2279
Bayer S,15.44,2297,2277
Bayer T,7.98,2395,2228
Bayer U,9.69,2378,2214
Bayer V,9.4,2372,2201
Bayer W,8.83,2345,2209
Bayer X,8.36,2339,2295
Bayer Y,27.59,2306,2228
Bayer Z,6.2,2342,2226
Beals,52.61,4265,846
Bear Mountain,3.46,3372,1120
Beaumont,50.69,3341,1729
Beaumont A,14.32,3324,1701
Beaumont B,15.14,3309,1739
Beaumont C,6.02,3327,1764
Beaumont D,10.49,3299,1713
Beaumont E,16.32,3320,1742
Beaumont F,8.9,3305,1734
Beaumont G,7.73,3314,1766
Beaumont H,3.66,3336,1713
Beaumont J,4.85,3304,1759
Beaumont K,4.95,3361,1720
Beaumont L,4.24,3360,1671
Beaumont M,10.22,3338,1751
Beaumont N,4.9,3324,1711
Beaumont P,16.25,3353,1759
Beaumont R,4.1,3372,1727
Becquerel,62.86,4952,787
Becquerel E,30.45,4983,785
Becquerel F,23.16,5006,787
Becquerel W,25.36,4913,767
Becquerel X,34.24,4931,768
Bečvář,66.62,4881,1481
Bečvář D,10.89,4919,1469
Bečvář E,16.16,4927,1472
Bečvář J,47.16,4909,1501
Bečvář Q,27.48,4869,1490
Bečvář S,15.58,4822,1493
Bečvář T,26.14,4834,1474
Bečvář X,26.33,4872,1456
Beer,9.06,2734,1007
Beer A,3.55,2742,1004
Beer B,2.47,2735,1029
Beer E,2.98,2754,995
Behaim,56.21,4151,1706
Behaim B,22.94,4104,1698
Behaim BA,14.3,4097,1702
Behaim C,12.18,4120,1707
Behaim N,9.92,4057,1698
Behaim S,26.68,4183,1701
Behaim T,11.3,4183,1694
Beijerinck,76.77,5309,1654
Beijerinck C,19.85,5341,1613
Beijerinck D,13.67,5331,1643
Beijerinck H,15.95,5335,1664
Beijerinck J,39.94,5342,1675
Beijerinck R,24.81,5270,1672
Beijerinck S,25.91,5237,1664
Beijerinck U,16.39,5267,1637
Beijerinck V,52.89,5284,1643
Beketov,8.3,3347,1180
Béla,10.07,2916,1045
Bel'kovich,215.08,4322,456
Bel'kovich A,57.26,4279,502
Bel'kovich B,12.34,4251,498
Bel'kovich K,47.03,4378,422
Bell,86.33,1336,1088
Bell E,15.91,1345,1087
Bellinsgauzen (Bellingshausen),63.23,242,2412
Bell J,19.73,1374,1122
Bell K,18.95,1357,1147
Bell L,22.09,1345,1125
Bell N,17.71,1328,1129
Bellot,17.5,3651,1640
Bellot A,8.47,3642,1651
Bellot B,7.13,3644,1657
Bell Q,22.85,1324,1108
Bell T,52.2,1295,1089
Bell Y,23,1331,1033
Belopol'skiy,61.9,828,1716
Belyaev,55.9,5170,1070
Belyaev Q,50.29,5116,1110
Bench,0.18,2505,1488
Benedict,13.83,5145,1370
Bergman,22.51,5080,1328
Bergstrand,42.98,5703,1740
Bergstrand G,32.44,5748,1758
Bergstrand J,28.26,5728,1764
Bergstrand Q,57.12,5683,1759
Berkner,87.62,1196,1038
Berkner A,21.8,1201,998
Berkner B,33.85,1212,969
Berkner Y,31.19,1179,996
Berlage,93.75,262,2449
Berlage R,27.06,200,2465
[Bernini],0,3360,1202
Bernoulli,47.3,3850,881
Bernoulli A,20.24,3854,857
Bernoulli B,23.96,3928,851
Bernoulli C,18,3955,874
Bernoulli D,11.91,3944,867
Bernoulli E,26.75,3886,875
Bernoulli K,17.68,3894,855
Berosus,75.24,4000,904
Berosus A,11.31,3969,910
Berosus F,22.15,3944,896
Berosus K,8.17,4014,925
Berzelius,48.53,3695,855
Berzelius A,8.43,3662,852
Berzelius B,25.51,3570,923
Berzelius F,10.84,3616,914
Berzelius K,5.98,3632,871
Berzelius T,9.22,3647,860
Berzelius W,7.17,3730,830
Bessarion,9.84,2283,1202
Bessarion A,12.32,2243,1167
Bessarion B,11.67,2212,1171
Bessarion C,8.55,2198,1184
Bessarion D,9.15,2212,1124
Bessarion E,7.59,2282,1194
Bessarion G,3.62,2234,1202
Bessarion H,4.12,2216,1196
Bessarion V,2.98,2320,1199
Bessarion W,2.67,2289,1173
Bessel,15.56,3167,1092
Bessel D,5.2,3198,1003
Bessel F,0.63,3101,1100
Bessel G,1.11,3116,1102
Bessel H,3.72,3200,1029
Bettinus,71.78,2157,2454
Bettinus A,25.67,2096,2478
Bettinus B,25.17,2059,2457
Bettinus C,22.55,2271,2453
Bettinus D,10.46,2134,2480
Bettinus E,7.9,2202,2451
Bettinus F,6.76,2176,2448
Bettinus G,6.52,2164,2426
Bettinus H,7.77,2179,2474
Bhabha,70.25,235,2328
Bianchini,37.59,2330,660
Bianchini D,7.06,2309,679
Bianchini G,3.91,2355,693
Bianchini H,6.17,2354,671
Bianchini M,4.24,2389,666
Bianchini N,4.97,2383,663
Bianchini W,8.34,2339,663
Biela,77.03,3706,2320
Biela A,26.13,3734,2287
Biela B,44.55,3680,2348
Biela C,26.89,3736,2308
Biela D,15.97,3783,2334
Biela E,8.56,3785,2346
Biela F,9.4,3758,2344
Biela G,10.09,3745,2342
Biela H,7.96,3750,2368
Biela J,13.95,3726,2353
Biela T,6.51,3679,2303
Biela U,16.38,3669,2299
Biela V,6.4,3655,2300
Biela W,18.16,3678,2325
Biela Y,15.71,3808,2320
Biela Z,50.63,3792,2302
Bilharz,44.55,3781,1533
Billy,45.57,2076,1661
Billy A,7.26,2139,1669
Billy B,20.76,2117,1635
Billy C,5.59,2094,1697
Billy D,10.91,2106,1678
Billy E,2.56,2083,1680
Billy H,3.26,2083,1690
Billy K,4.21,2098,1648
Bingham,34.99,4721,1312
Bingham H,26.65,4740,1321
Biot,13.01,3697,1803
Biot A,14.89,3661,1796
Biot B,27.49,3673,1767
